1    1 62 22304 1006  03     422322214341          21432244443424212012411223167
1   37112 42313  852  01     211765214822          1158014545144440214141111110 
2   37 44204304033213112242131161 8111111 11444451311122552142131431 147 2221000
3   37 17333131221113322                                                        
1   38 30 22614  380  03     101815217851          2149021244140410250142144410 
2   38 0410440002334440244144131315     2 30423404244233252252321111 643 2233100
3   38                                                                          
1   39 20 32201 1735  05     431251217211          117 341523445320125111121140 
2   39 0330200000334341112243114315     2 13133344124234232132111421 64Y 2274014
3   39 12152421221212216                                                        
1   40167 41615 1930  01     211261212022          11521252424432322311121221126
2   40802253225233131331221121131 71121111 0224211314122652342141525 144 2331010
3   40 87121131221214126                                                        
1   41194 42216  571  14     211524219821          114 234145144444242131122230 
2   41 03234002001203341232141141 3112221 23233334224124352262132312 142 2140000
3   41                                                                          
1   42 60 21305  527  01     211715217841          2124041040240444110143131140 
2   42 0300300000124111141144121315     11 0444444220132241111112431 149 2442010
3   42 2933111122332333Y                                                        
1   43 96 51609  941  03     211291224332          219 4545124101033114432312152
2   43132201110021304402421111111 11121211 2310442121322506012121112 649 3934000
3   43                                                                          
1   44 15 31305  691  01     312584219341          212 352242220221214113231110 
2   44 02101001003114111442141121 41121111 2115224224233222352112432 147 2170000
3   44175113221221212229                                                        
1   45159 41912  340  03     110261219031          216 033230330330123102123220 
2   45 00000000003201333201231141 51121222 0030000                              
3   45223122421211212217                                                        
1   46 84 52814 3253  03     211655212811          1123520000044200201142121010 
2   46 00000200043304102403111201 6534244 1524440412433310705244                
3   46220613522221343244                                                        
1   47 36 51919 1210  03     321514214041          11284444453442301654223122338
2   47 03102000004201011152141101 11111112 0202043324125259222342532 13472941000
3   47                                                                          
1   48 82 52517  679  02     211564214132          218 020342230200204142121210 
2   48 00202000003231411222131131 1111221 24344442220123552462111411 144 2X22000
3   4815934142231212333X                                                        
1   49 87 32814  894  01     211231214342          218 4100000400002013031432034
2   49533114220004301202442361131 4121212 10400003322223107282242015 134 3832000
3   49 82312322231422224                                                        
1   50 13 51201  410  03     211352116031          119 013020040200201003131110 
2   50 00000000003234413202101142111111112 4430025320124532442142422 146 2844010
3   50                                                                          
1   51206 12615 1210  01     414624214041          114 3234311404032015545115228
2   51 02105000503254432341121251 1112111 30444454225143342423342534 144 2830000
3   51 19513532231134445                                                        
1   52 13 41412 1551  03     321181214621          1183040224143230022233121200 
2   52 03320003301303321423441222 0     31 3403303113223717272222220 642 2833000
3   52                                                                          
1   53206 61704  713  03     211352216011          217 333332330324121133231130 
2   53 44302340313351411232541321 0     41 1111113213232107121322212 144 2441010
3   53                                                                          
1   54206 11502  497  03     101403214031          2172010231440100151133121313 
2   54 03203202323203512401141311111112111 2240440220122242012312421 442 2620000
3   54                                                                          
1   55198 52419  820  01     211423215131          1183223221234330122122122420 
2   55 03133300033123122331241131 5111111 25252224224123352461142323 132 2331000
3   55144222111213212217                                                        
1   56 33 81203 1111  03     211261214031          11X 23014263030411411232211X 
2   56 03202230322402211202342211 0     41 2313220220233147042122411 647 2534001
3   56                                                                          
1   57 63 11313  891  01     211342225721          1129020050210204201143122110 
2   57 00001020013203011202141331 11122211 4000020220220243134455646 769 4Y98561
3   57                                                                          
1   58 30 62617  654  01     110765215831          1118242444344124030141521540 
2   58 44220000032544411413241101 8222222 34444444140330552441321111 317 2221110
3   58179431122223113323                                                        
1   59 65 72617  563  01     1016852168 1          216 545535230230123214221119 
2   59 0500250005224411144245133315     2 34445234215223241132142431 549 2661000
3   59                                                                          
1   60 88 72301  624  07     110392219042          11542242442424222411121124126
2   60 41232322243232131331241345 0     2 22411232211225232441121121 44272443000
3   60181142311311222226                                                        
1   61167 42606 1626  03     321594213341          2113520455544245432324521220 
2   61 00220222203251221421151141 1111111 12333332223124247112111222 147 2820000
3   61115352421333134424                                                        
1   62 12 21304  894  03     211271214341          21370005553505052022021223586
2   62550225550503204522402251301 41122123 530235522332010709 442523 13X 2 32000
3   62 19522322311232227                                                        
1   63 15 32502 2046  03     211454213312          21412102304402022112421223335
2   63 00204220003333222132121151 2112112 12424322223122367251132121 144 2940000
3   63                                                                          
1   64 36 82603  848  03     211291215131          21X 0000000302030232221311523
2   64 0000200000323241143224112211121121 12223210210120107042122314 14792844001
3   64                                                                          
1   65100 22609  629  02     211443219042          1169223333243454211122221525 
2   65 52102300021204212232341141 3222222 214232242142                          
3   65206251212323212225                                                        
1   66148 11617  857  03     101372214311          213 000026666606566235652660 
2   66 0600062006156566450166127218     21 636600312                            
3   66                                                                          
1   67 60 82315  525  02     211322217131          2152440002030204124122431120 
2   67 0430230001323131120234122113223221 12320220322222541131122312 124 2420000
3   67                                                                          
1   68148 12517 1685  03     202524213021          212 550000000000453204121200 
2   68 00000000002204011532341101 0     2 40000003                              
3   68                                                                          
1   69219 62814 1111  01     211271214032          1127235522135524153133133150 
2   69 55551355551241411322231101 5122224 13452554125233242142112122 149 2834000
3   69                                                                          
1   70223 72607  983  03     211564215842          119 534144341324233142222210 
2   70 03203300023533214232351331 4122222 23333423214234352472131421 142 2X43  1
3   70197111311421211115                                                        
1   71167 41615  687  03     321604219132          2153242243445444124232122120 
2   71 04102222303141211232441131 71121211 1334344124223351332141321 12742322000
3   71197342122221142326                                                        
1   72134 12813 1226  01     211584215311          21194144443444402511121315223
2   7254334444444334334132114325211323224 24244441211325322262121121 142 2991100
3   7219732124142122323X                                                        
1   73161 62304 1288  01     211443212041          21235352555521330532442235368
2   73 23333355534443251452141101 1111112 12444444225323542442111113 14X 2833000
3   73197431423231212123                                                        
1   74 60 61412  608  01     211291217342          21130214424302402032322211216
2   74 34302320323403222422201142111122111 2330330220134251112112422 12732251000
3   74 62121222213311226                                                        
1   75 33 31404  465  03     211  4219141          2125020444440345201403315203 
2   75 22120320301153312441141151 91121111 1251351312114107332141321 144 2X10000
3   75 84522421112123333                                                        
1   76 24 61215 1437  01     312201214022          2148110441440400222102121110 
2   76 00003000003344411432441101 92122231 2324424223222106072122411 642 2X43000
3   76169122221223112124                                                        
1   77 88 31313  655  02     211624214342          2184343241144444141152434210 
2   77 04144440033444211452241131 11321211 4422211110233251132142431 14272823110
3   77 62242121223322242                                                        
1   78188 61616  428  05     211755217042          21870200210403132211321224432
2   78701103221053214412312111152111111211 0434021320123652272141220 149 2421000
3   78 96213411221221117                                                        
1   79177 52315 1072  03     211261217012          2131025034540304234131121110 
2   79 0444344004224413142224113211112222 12034305213233122441142323 114 2541000
3   79                                                                          
1   80194 61616 2625  02     202403213012          211 000002330100101204131100 
2   80 42222202203134121332111121 41121112 0222201330312251112113123 414 2923000
3   80 96433411323223332                                                        
1   81134 11704  578  01     101342224021          212 4113300454512043021221013
2   81511104111103211441201111101 81141112 0411111334123642192112121 549 2433000
3   81                                                                          
1   82  6 51203  668  01     211454219442          117 332332322234124223331120 
2   82 04302340014243211433241122111321111 3412115222221241132142311 144 2432000
3   82155442123223122244                                                        
1   83 19 31703  910  03     211685214831          1134442441242143221102122213 
2   83 33234333333103112241131101 11111111 1444444214223261122122211 14722242010
3   83161421323223233324                                                        
1   84103 61412  480  02     211352219032          2189224543545454223122122113 
2   84 53152555321242411231141142111121112 2224254224224342192121211 143 2271000
3   84                                                                          
1   85 19 32517  852  03     211705214821          11621123443424342332331223634
2   85502222222221164413241411111 5122221 33355222225323312242342331 142 2361100
3   85                                                                          
1   86159 72904  882  03     221484227052          219 0500040121401234035221385
2   86 03111100143113402301131141 1112111 14344043                              
3   86 45342422223322234                                                        
1   87 30 71912 2635  01     312464223041          21190000110101001004034440037
2   87 00002201103404402404101151 45142211 0000000441345251213314031 649 3810000
3   87 45241422311221310                                                        
1   88148 71313  468  01     110322214032          117 240042430100123203332220 
2   88 03202200023301211222441101111221231 3400420223123421121132212 414 2834114
3   88                                                                          
1   89 88 81812  685  01     211332214041          2127000000000000122012231230 
2   89 00500000003331121111131201 11222231 4433232443140607062142112 13Y 2831000
3   89                                                                          
1   90 13 92304 1642  03     211251213321          2162030401040130004103421100 
2   90 0000000000330140120114110111111113 14040440324121322272131120 13X 2 23210
3   90                                                                          
1   91 13 81718 1671  01     211695214311          2119411444440340004043122110 
2   91 00103000043203431211141242111222211 0444444                              
3   91 65343322122123320                                                        
1   92198 81315  433  05     110251217021          112 441444425254102143531110 
2   92 44441444412443221412541112111122221 3441344222221212422142431 649 1430001
3   92 82341141222322335                                                        
1   93 55 81419 1383  01     211534215011          1134244444143420222141233310 
2   93 24344444023341421422131141 31211211 2444224412225352272122311 142 1552000
3   93 82441221222123454                                                        
1   94148 12401 1681  01     321181214661          119 020214443130201424523240 
2   94 0240401000350340211204120218     2 14400003326223765192432313 6          
3   94                                                                          
1   95 15 31704 1000  03          645XY61          2181023031020106021431122130 
2   95 00203100003403402132211121 11112222 2030222322210107                     
3   951794541                                                                   
1   96171 31717  570  01     101574214341          21820505005304002043541224412
2   96 11255221553104452251141161101111313 1114111424113306262122414 342 2611000
3   96                                                                          
1   97 20 51813  597  03     211241216041          214 020002240200203133144310 
2   97 04303300021144031402341132111122111 0433444420333106292142311 149 2520000
3   97197121224313312118                                                        
1   98161 12215  711  01     211594218041          1145552224225424141451121110 
2   98 5415335552324315141114114211112121 34553355315223322462142521 644 2631000
3   98222341122222323327                                                        
1   99194 81703  314  03     110382219032          11125145415424242121421212123
2   99503103130341244311202141301 42131111 4044244214222326252132411 442  162110
3   99 27112122221111237                                                        
1  100 84 52717 1485  03     211544214011          2154020234440400223234121413 
2  100 22123302023134224211111 14 8111111 22113343333114232252122523 142 2630100
3  100 65122211221221119                                                        
1  101 82 81301  608  02     211291217341          21730202323403230321311233126
2  101 02202212003204112412141121 11111121 0323350324223212491142321 14792820000
3  101222123233223114127                                                        
1  102 82 31617 1604  01     211544213021          212 040004244444012143321000 
2  102 00000000003243213261141121131222211 3344253130224342292132413 14272841000
3  102                                                                          
1  103222 82717 1017  01     211312215021          1153314542445425231121321223 
2  103 5415432523343111234112114113111111 22223352325114332262132431 142 2242100
3  103 55252321322112237                                                        
1  104134 11804 1787  02     211231215012          113 0600000005034243341112223
2  104805120020003103231123241131 11111113 21232223122232074X3341420 649 2624011
3  104                                                                          
1  105206 61813  904  01     110845214841          112 030242200234123133121030 
2  105 00000300023244221432331132115322321 2403034221123351442322431 342 2820000
3  105                                                                          
1  106176 62419  792  05     211302216112          21543433311314331304131111328
2  106 0233220010323341230112122411111122 13402301310132231132111111 432 2821000
3  106                                                                          
1  107 24 81814 1187  01     422564214341          2127040002420104101033112230 
2  107 00122401243334111211141102111112211 2323323222122336192112111 143 2450000
3  107                                                                          
1  108 59 92203  868  02          621X321          213 424244000441345434434516 
2  108 0220031000343455344515116211111116 35545443442120849594142246 763 2090000
3  108155151                                                                    
1  109 62 91315  355  03     101342217042          2176232031223314134123422210 
2  109 03332333312343421132441221 92232231 4413221122233552491121311 54251641000
3  109 29221222311122226                                                        
1  110 62 62904  633  01     211261216322          2138031242420434114142131120 
2  110 04342340023543211332141122 5123223 13453344210232107032132221 144 2031000
3  110 65342112222123343                                                        
1  111167 81614  656  01     321413219031          2172514233345354233111122210 
2  111 00204000051424411412341111112122221 2322224224223342271142322 147 2Y90000
3  111 87112211323212238                                                        
1  112188 61814  780  03     312382216022          218 240242430304124112133220 
2  112 03443343402443214212141121 42121122 4434444214232232292141311 144 2553000
3  112220322121211323334                                                        
1  113188 62614  750  03     101765212331          219 303104440400252552522020 
2  113 00304200003253513251161131 1112111 22534030324321822492142030 342 201    
3  113                                                                          
1  114138 72803 1382  02     312382224022          1147030201010100113143121210 
2  114 0230232022313141240251123413122112 13344302333135107092112311 149 2842000
3  114                                                                          
1  115112 62919 1156  04     211211214021          1125010344440244111243112210 
2  115 0211212021334142230244110211322223 31422224232223105121133123 149 2X21000
3  115                                                                          
1  116203101716 1043  01     321  3214142          2185304000442200201131121100 
2  116 00004400003301022301221121 31122221 0444444110133251192142221 142 2755000
3  116 18332422222112223                                                        
1  117148 91803  992  01     321291216641          116 014234443444241141123410 
2  117 42224000033323242242231241 54222232 1443252213225422071231211 637 2X40000
3  117                                                                          
1  118  6 52617  431  01     110281217032          112 223033133423223132121340 
2  118 2320223302124321134214113211112221 13323223413133452182132314 644 1232000
3  118 18124222221112217                                                        
1  119 88 22513 1065  05     211403214011          21280200222201201141124222112
2  119822202220103211411222141141 1111111 13323112333144151412141212 142X3734116
3  119                                                                          
1  120 62 51703  359  01     110  4217821          1146421144243434205111132010 
2  120 04304400022444411443231301 42222231 0424304210334532442131211 449 2262000
3  120 36233122223222326                                                        
1  121145 22207 2968  05     211504212212          116 310003043101241141122448 
2  121 22113113103113432311111151 6111111 21111511313324242212133124 147 2322000
3  121                                                                          
1  122 19 72912 1156  02     211251214022          11820201110401231032421223135
2  122833103132103111112201111141 7111111 21401040323230212152112214 144 3842000
3  122 88152112121311127                                                        
1  123 19 71404 1109  03     211221216012          21780100320402042311421422313
2  123630104220003144101412211142111121121 4441412241333325452131411 142 2X33000
3  123                                                                          
1  124 12 61616 1108  02     211665212841          21190200000005004055051451534
2  124555450600003244451431351151112332131 3450354445346859494341533 234 2823000
3  124                                                                          
1  125 65 72603  755  01     211271217041          112 020220220220200002022120 
2  125 0202102000110100220203114111111211 220002002202202321X2142212 64791982100
3  125135255511312312224                                                        
1  126 63 72703 1686  02     321494313042          213 331300000100104042121003 
2  126 0020000020420451122215113111111111 10000000324332551112142211 632 2850000
3  126135231421232211242                                                        
1  127134101614 1209  05     312604214221          115 244124444414014443122140 
2  127 04444442441344223451141226131242243 3444444243241106082322233 147 2354000
3  127                                                                          
1  128 18 92404  459  03     211322217542          2187242541414444113112431110 
2  128 34201332413241111142441121 4122111 23412234113232131112112321 227 2430000
3  128182432131211323337                                                        
1  129 36 81305  807  03     211  5247841          1117142341424144514513121110 
2  129 04202232422243123242441131 21121112 34244242244335595Y                   
3  129                                                                          
1  130 36 82802  711  03     211464216042          1147553332432334254132132120 
2  130 04242330024243111222241131 9123223 14443333112234522252122411 14791252000
3  130182212122221212126                                                        
1  131219 61412 1572  03     211312215011          1113523215345253221442121220 
2  131 54444444453244112322241212111122221 3433243323222252482212411 14112854010
3  131 12231422211312224                                                        
1  132219 61304  874  01     211454214031          2154555353345453022124122218 
2  132 32133325253131132441111141 11121113 2212122335114107461142421 147 2830000
3  132 35332121232122326                                                        
1  133 33 81401 1209  01     211594217012          1165434344441423242102123410 
2  133 02104220033241142321121142111222211 2014244324224522452131412 141 2231000
3  133 36122112222312228                                                        
1  134194112304 1261  03     211735215822          115 0505000300022022622225256
2  134722123212203204322301201141 1111111 10156562320113352262132022 142 2X20000
3  134 36124211223221128                                                        
1  135167102804 1389  03     211705213842          1183114424143412212242122210 
2  135 02100021402233342431231141 7131122 12333335223123342261122321 147 2320000
3  135                                                                          
1  136188101203  706  01     211392214142          211 024024440255211142121110 
2  136 00204200223453412111141142111122211 3444441124234352241141511 21312832000
3  136                                                                          
1  137148 11214 1561  03     211382112032          11X 0100200001012014014234065
2  137900003220222401002401101342 71111111 040000032031263222314                
3  137                                                                          
1  138 13112201 1170  01     211382225021          1163040041004104104113431100 
2  138 04201402014341111402441102 0     2 34444400210231541132142411 649 2433000
3  138 20531112413222324                                                        
1  139197 72919  934  01     211302219012          1142314134140220221411221110 
2  139 23203020201303242102441221 2122223 24403244213132122272132121 647 1453000
3  139                                                                          
1  140198101919 1553  01     321211214031          1121223323323333253333512233 
2  140 22122232201303211102221121 12222221 3300002222123307262132522 648 2272000
3  140                                                                          
1  141181 82201  388  04     101474216432          2127143442024144114143331110 
2  141 4433234341354111114434111211113222 13434444124231153131121411 44242X52000
3  141 17441312222123331                                                        
1  142 24 21305  721  01     211624214341          212 430021040200101302121000 
2  142 02003000003304351311141222111322222 0303403444332251412142313 14342621020
3  142 15342411223312325                                                        
1  143176 62919 1126  03     211342213041          2182010001040100203202522010 
2  143 0222222020310340230210115413111111 10000020320124232422141010 13X 2521000
3  143 15222322231222212                                                        
1  144206 61606 1468  03     321423212342          215 4004420404242522021212187
2  144334223442203203302341241151111121111 4444113315133217143122224 134 2942000
3  144  2441131222113331                                                        
1  145224 91803  344  03     101464219032          214 4343134424242411421134435
2  145842124223243133431242141121 41111113 3232454335132252242124421 349 2232000
3  145  2431121222132331                                                        
1  146 89 62914  892  05     211443216212          216 241211114400111142122110 
2  146 00222501011431211442241121 2112122 35444454545142652442144421 147 2473000
3  146198122221213113326                                                        
1  147 89 61516  803  01     312494216042          214 000300030240211244131110 
2  147 00000000004234412442251144 0     11 2444445145230342433241111 133 2753000
3  147                                                                          
1  148100 21717  654  01     110655214841          1149144222142414123221122110 
2  148 24222222253232551111101332145322223 5222505423224251142121515 442 2824000
3  148 46442423223123336                                                        
1  149 91101212  885  01     220372219032          11762231443423232341421122423
2  14940412420324324431222241113315     21 4334144214134532252132331 643 1243010
3  149 12122331312221247                                                        
1  150 96 12817  459  03     211342217132          213 3303222203031031221235265
2  150400222220203134433422241131 1111112 34224223213223532132142422 249 3831000
3  150 19231113213123327                                                        
1  151 89 21218  442  01     101524216331          2172442440030144114143531110 
2  151 34202034023403411301131101 11321221 042440521232                         
3  151                                                                          
1  152188 52612 1129  02     211443247012          215 040201320104114112431220 
2  152 0430233041324341121114112618     1 22211230314222849132141123 149 2232000
3  152 45441221321113333                                                        
1  153148 12901  457  03     101443214042          218 000000000200321402241210 
2  153 43300400003421302131141224 0     2 34444344340110107091121331 344 1230000
3  153                                                                          
1  154 79102301  408  01     312241117032          2117555230225354214122531110 
2  154 0300250002224242133244112211222223 23422222212232323122132411 646 1363000
3  154                                                                          
1  155222 12618  452  03     211755218831          2126241452155144151441142653 
2  155 54143452253231524341251341 4112112 16324521324223251 12241511 12242X21000
3  155195441112221123330                                                        
1  156 87 91215  713  01     211685219842          119 322434304354122123132210 
2  156 03103002021144313331211131 41121211 2333223324223251442112422 122 2252000
3  156222432122223212223                                                        
1  157 36 51305  857  01     321524216041          1114332312140424151542121120 
2  157 4434444244134200114244114315     11 4424264224133241442122321 143 1262010
3  157 88312122212113225                                                        
1  158181 82518 1971  03     413574213031          21290224424434442043021312023
2  15870212200001354441152216115211122121 13244434224324252422112311 149 2651000
3  158 39232122232212226                                                        
1  159 55 82614  558  01     211413217032          1112350022132303120124321110 
2  159 0000000005334431355223112211122121 12214222                              
3  159169232122212212325                                                        
1  160 33 31915  634  01     211302114031          118 320324440244204143412106 
2  160 10231201431201141102141121 11111111 1324214214123352262132210 146 2774130
3  160 82121112221211218                                                        
1  161 96 11615  609  03     211564217042          111 143142343344241121133510 
2  161 42244320313243142342441131131121112 1113314324134522272134331 245 2671000
3  161 35111322212112227                                                        
1  162184 31205 1010  03     202454214041          217 000000050500102502322100 
2  162 00200200203104102401151161 11111122 3300330330320252123142133 444 3820000
3  162                                                                          
1  163 11 21312  527  01     211805219842          119 222432430224104122121210 
2  163 04503400022341421433442263 0     41 4424224113234221121141211 14Y        
3  163                                                                          
1  164206 31414  510  02     101403214022          218 040232140334121122121150 
2  164 00303000001401111211541111111322221 4424220230221551132142411 449 2920000
3  164220442112212123322                                                        
1  165 18 11913  685  01     211322214041          211 0001224401301211422112135
2  165 00200220043204142412211141 74121222 0044440220223126051112211 237 2852000
3  165 12231222222123224                                                        
1  166 57 12713  571  03     101352224031          218 000000050000002503544220 
2  166 00006000004204403402101351 1645211 30000000325320449112114230 549 2610000
3  166 6255452122223441Y                                                        
1  167 84 91304 1600  01     321614217812          11453242423433331222322222112
2  167322204220233221212242341131 22121122 3323322222224252132122421 414 2452000
3  167 39241121222132228                                                        
1  168 59 72716  402  01     101594216132          213 014252342400223131121440 
2  168 05254200023244111231141141 3112111 33424214243123342452141311 31242610000
3  168155251221221112144                                                        
1  169 79102714 1086  01     211825215832          118 535555545445451144122520 
2  169 04253333303255513241151311 3124221 12044444134331351463324431 14X 3725000
3  169                                                                          
1  170159 41404  515  03     211352229232          215 442442320233113113431217 
2  170 34211222313243411142341132 41121111 44111103                             
3  170                                                                          
1  171 79102301  539  01     211302227532          215 0314333132221150234212263
2  171824121212213203552321511151 9111111 12115115310112211111232212 14X 2251000
3  171                                                                          
1  172136 32214 1063  01     211312224061          113900000005000001010352110  
2  172 00002300003103003102141131 4132212 10022222                              
3  172                                                                          
1  173 12 12901  286  03     110332216031          119 3433412324501251122325139
2  173 33102223453233411352251131 4112111 33223453224242651222142422 644 2532000
3  173 62354122122123234                                                        
1  174 74 21612  456  01     110241219031          1178132342343324113123231112 
2  174 3433233031434323123244122315     23 4422333213232421131112311 643 1432101
3  174                                                                          
1  175143 31205  653  04     211261217131          212 341342324244114133431111 
2  175 44352545414441211432441331 0     41 4433333113233251142211411 14X 2443001
3  175 88432213211222335                                                        
1  176100 42417  679  03     211514214241          219 334144440424231142123120 
2  176 00204000243224112302141201 5223224 24444442424234706252131411 147 3321000
3  176 43111111221211147                                                        
1  177195 12205  985  02     211  4214021          115 020143440104161441531210 
2  177 03103200303144312441111151 1111111 24444443324135253423121411 142 2890000
3  177                                                                          
1  178105101401  634  01     211775217042          2116232442133144111513421550 
2  178 24333200013233051312101332111332211 3414033223122532242131010 144 2243010
3  178 90443432211223320                                                        
1  179207 42608  343  03     101403218032          2163240021410110142141231220 
2  179 00201332002343211442441311 3223224 33444322222223551192122311 44252622000
3  179 88444112221122332                                                        
1  180 65 31402  731  02     211211216042          219 000000430000001105132120 
2  180 00305300003334422451331202111122242 33343531131203064X2141115 143 1412000
3  180220532122211122225                                                        
1  181121111212  521  01     211312217041          2136241242230230123142231120 
2  181 04202000033331411151431111 31112221 4444444                              
3  181                                                                          
1  182134 12205  710  03     211403224042          2181030201010100101013112101 
2  182 23211121223211411102151321 1111111 11001042333122251112112411 11X 2241000
3  182                                                                          
1  183 82 11301  897  03     211413237042          115 331221100124201411121040 
2  183 44240442403141111412111132111121211 1414124314132216442142211 149 2233000
3  183184231122222122223                                                        
1  184 44 91804  881  03     101735213841          2123000041440444400404424015 
